ISSUER_NAME,ISSUER_TICKER,ISSUER_ISIN,ISSUER_CNTRY_DOMICILE,AS_OF_DATE,IVA_INDUSTRY,INDUSTRY_ADJUSTED_SCORE,WEIGHTED_AVERAGE_SCORE,ENVIRONMENTAL_PILLAR_SCORE,SOCIAL_PILLAR_SCORE,GOVERNANCE_PILLAR_SCORE,CLIMATE_CHANGE_THEME_SCORE,NATURAL_RES_USE_THEME_SCORE,WASTE_MGMT_THEME_SCORE,HUMAN_CAPITAL_THEME_SCORE,PRODUCT_SAFETY_THEME_SCORE,CORPORATE_GOV_THEME_SCORE,BUSINESS_ETHICS_THEME_SCORE,CARBON_EMISSIONS_SCORE,CARBON_EMISSIONS_EXP_SCORE,ENERGY_EFFICIENCY_EXP_SCORE,PROD_CARB_FTPRNT_EXP_SCORE,WATER_STRESS_SCORE,WATER_STRESS_EXP_SCORE,WATER_STRESS_MGMT_SCORE,BIODIV_LAND_USE_EXP_SCORE,TOXIC_EMISS_WSTE_EXP_SCORE,OPPS_CLN_TECH_EXP_SCORE,LABOR_MGMT_SCORE,LABOR_MGMT_WEIGHT,LABOR_MGMT_EXP_SCORE,LABOR_MGMT_MGMT_SCORE,HLTH_SAFETY_WEIGHT,HLTH_SAFETY_EXP_SCORE,HUMAN_CAPITAL_DEV_EXP_SCORE,HUMAN_CAPITAL_DEV_MGMT_SCORE,PROD_SFTY_QUALITY_EXP_SCORE,CHEM_SAFETY_EXP_SCORE,PRIVACY_DATA_SEC_SCORE,PRIVACY_DATA_SEC_EXP_SCORE,PRIVACY_DATA_SEC_MGMT_SCORE,CORP_GOVERNANCE_SCORE,CORRUPTION_INST_SCORE,CORRUPTION_INST_EXP_SCORE,CORRUPTION_INST_MGMT_SCORE,BUS_ETHICS_FRAUD_SCORE,BUS_ETHICS_FRAUD_MGMT_SCORE,ANTICOMP_PRACT_SCORE,ANTICOMP_PRACT_MGMT_SCORE,ACCOUNTING_PCTL_GLOBAL,ACCOUNTING_PCTL_HOME,BOARD_PCTL_GLOBAL,BOARD_PCTL_HOME,CORP_GOVERNANCE_QUARTILE,GOVERNANCE_PCTL_GLOBAL,GOVERNANCE_PCTL_HOME,OWNERSHIP_PCTL_GLOBAL,OWNERSHIP_PCTL_HOME,PAY_PCTL_GLOBAL,PAY_PCTL_HOME
MEDIBANK PRIVATE LIMITED,MPL,AU000000MPL3,AU,20180301,Life & Health Insurance,4.2,4.2,4.2,3.3,8,4.2,6.50,6.50,2.90,3.40,8,,7,0.9,0.1,0.7,6.50,1.4,1.50,0.9,1.5,0,9.80,0.00,4.00,6.80,0,0.6,7.60,3.50,4.4,0.1,4.00,8.30,5.30,8,,,,5.00,5.00,5.00,5.00,61,60,91,75,1,96,77,78,40,80,71
INSURANCE AUSTRALIA LIMITED,,AU3FN0022364,AU,20180301,Property & Casualty Insurance,8.3,5.3,6,4.2,7.4,6,6.00,7.40,5.10,3.70,7.4,,10,0.8,0.1,0.6,6.00,1.6,1.00,0.9,1.4,0,5.60,0.00,4.60,3.20,0,0.5,7.90,6.00,5.1,0,2.80,7.70,3.50,7.4,,,,5.00,5.00,5.00,5.00,6,2,99,95,2,87,40,78,40,56,42
The trustee for Interstar Millennium Series 2005-1G Trust,,AU300INTB014,AU,20180301,Life & Health Insurance,4.7,5.1,4.5,4.4,7.9,4.5,6.00,6.50,4.80,5.10,7.9,,8.7,0.8,0.1,0.7,6.00,2,1.00,0.8,1.2,0,6.30,0.00,2.50,1.80,0,0.4,8.00,5.80,3.4,0,2.20,8.30,3.50,7.9,,,,5.00,5.00,5.00,5.00,67,76,85,62,1,94,67,78,40,80,71
PROGRESS 2010-1 TRUST,,AU0000POBHA3,AU,20180301,Diversified Financials,8.4,5.8,5,5.3,8.3,5,5.80,8.20,3.30,6.80,8.3,,10,1.1,0.3,0.8,5.80,2.2,1.00,0.8,0.9,0,6.50,0.00,5.70,5.20,0,0.3,8.50,4.80,4.9,0,6.50,7.70,7.20,8.3,,,,5.00,5.00,5.00,5.00,67,76,100,100,1,98,89,78,40,48,31
China Construction Bank Corporation,,XS1769974608,AU,20180301,Banks,4.2,4.6,6.8,4.3,4.8,6.8,4.70,,6.50,2.50,7.1,2.20,8.7,0.7,0.4,0.6,4.70,2.3,0.00,0.8,1.3,0,3.10,0.00,7.70,3.80,0,1,6.10,5.60,5.9,0,1.50,7.80,2.30,7.1,3.70,9.30,6.00,,,,,100,100,56,83,1,81,95,57,32,80,92
RECALL HOLDINGS LIMITED,RLHCY,US75618L1098,AU,20180301,Commercial Services & Supplies,6.8,5.8,10,4.7,7.2,10,5.30,7.90,3.70,5.70,7.2,,10,1.7,1.9,1.8,5.30,2.8,1.00,1.7,2.7,0.9,1.80,0.00,6.10,0.90,0,0.6,9.30,6.00,4.2,0.8,5.70,7.10,5.80,7.2,,,,5.00,5.00,5.00,5.00,28,30,97,97,1,83,92,43,76,80,74
SUNCORP-METWAY LIMITED,,AU0000SBKHB3,AU,20180301,Property & Casualty Insurance,5.7,4,4.1,2.9,7.5,4.1,6.00,8.20,4.70,2.30,7.5,,8.7,0.8,0.1,0.6,6.00,1.8,1.00,0.9,1.4,0,6.90,0.00,5.60,5.50,0,0.5,7.60,5.30,5.2,0,2.10,7.60,2.70,7.5,,,,5.00,5.00,5.00,5.00,37,34,88,69,1,88,41,78,40,47,29
EQUIFAX AUSTRALIA GROUP PTY LIMITED,VEDXX,AU0000VEDXX7,AU,20180301,Professional Services,1.2,3.9,6,2.6,7,6,4.90,6.10,4.50,1.70,7,,6,1.8,0.7,1.4,4.90,3.1,1.00,2.5,4.7,0,6.40,0.00,4.90,4.30,0,0.5,4.60,2.10,6.1,0,0.00,7.40,0.00,7,,,,4.20,4.20,5.00,5.00,28,30,88,86,2,79,88,43,76,85,83
INSURANCE AUSTRALIA GROUP LIMITED,IAG,AU000000IAG3,AU,20180401,Property & Casualty Insurance,8.3,5.3,6,4.2,7.4,6,6.00,7.40,5.10,3.70,7.4,,10,0.8,0.1,0.6,6.00,1.6,1.00,0.9,1.4,0,5.60,0.00,4.60,3.20,0,0.5,7.90,6.00,5.1,0,2.80,7.70,3.50,7.4,,,,5.00,5.00,5.00,5.00,4,2,99,95,2,87,41,78,40,58,43
SUNCORP GROUP LIMITED,SUN,AU000000SUN6,AU,20180401,Property & Casualty Insurance,5.7,4,4.1,2.9,7.5,4.1,6.00,8.20,4.70,2.30,7.5,,8.7,0.8,0.1,0.6,6.00,1.8,1.00,0.9,1.4,0,6.90,0.00,5.60,5.50,0,0.5,7.60,5.30,5.2,0,2.10,7.60,2.70,7.5,,,,5.00,5.00,5.00,5.00,31,34,88,68,1,88,43,78,40,49,29
HUTCHISON TELECOMMUNICATIONS (AUSTRALIA) LIMITED,HTA,AU000000HTA8,AU,20180401,Wireless Telecommunication Services,3.5,3.7,3.7,2.2,4.3,6.8,4.50,7.90,2.20,,1.9,6.30,6.8,3.5,2.4,2.7,4.50,3.5,1.00,3.3,3.4,0.8,2.20,25.00,9.30,4.50,0,3.2,,,6.3,3.4,4.50,5.00,2.50,1.9,6.30,5.90,5.20,3.30,3.30,5.00,5.00,55,65,0,0,4,2,5,65,51,58,58
COMPUTERSHARE LIMITED,CPU,AU000000CPU5,AU,20180401,Software & Services,7,4.9,10,3.2,7.3,10,7.60,9.70,2.70,3.60,7.3,,10,1.6,2,1.7,7.60,2.7,3.30,1.5,2.8,0,3.60,0.00,6.40,3.00,0,0.5,8.30,4.00,3.7,0.9,3.60,7.20,3.80,7.3,,,,5.00,5.00,5.00,5.00,48,56,85,62,1,86,37,78,40,38,14
SMS MANAGEMENT & TECHNOLOGY LIMITED,SMSUF,AU000000SMX2,AU,20180401,Software & Services,7,4.8,5,6,2.4,10,6.10,9.00,2.00,10.00,2.4,,10,1.7,1.4,1.5,6.10,2.6,1.70,2.4,3,7.2,6.30,0.00,3.70,3.00,0,0.3,8.70,3.70,4.1,0.8,10.00,4.50,7.50,2.4,,,,5.00,5.00,5.00,5.00,11,17,4,8,4,3,7,61,40,19,85
AMP LIMITED,AMP,AU000000AMP6,AU,20180401,Diversified Financials,8.4,5.9,5,5.3,8.6,5,5.80,8.20,3.30,6.80,8.6,,10,1,0.3,0.8,5.80,2.1,1.00,0.8,1,0,6.50,0.00,5.70,5.20,0,0.3,8.50,4.80,5.3,0,6.50,7.70,7.20,8.6,,,,5.00,5.00,5.00,5.00,55,75,100,100,1,99,96,78,40,81,69
CHALLENGER LIMITED,CGF,AU000000CGF5,AU,20180401,Life & Health Insurance,4.7,5.1,4.5,4.4,7.7,4.5,6.00,6.50,4.80,5.10,7.7,,8.7,0.8,0.1,0.7,6.00,2,1.00,0.8,1.2,0,6.30,0.00,2.50,1.80,0,0.4,8.00,5.80,3.4,0,2.20,8.30,3.50,7.7,,,,5.00,5.00,5.00,5.00,55,75,85,62,1,91,57,78,40,58,43
JUPITER ENERGY LIMITED,JPR,AU000000JPR6,AU,20180401,Oil & Gas Exploration & Production,7,4.9,10,3.2,7.3,10,7.60,9.70,2.70,3.60,7.3,,10,1.6,2,1.7,7.60,2.7,3.30,1.5,2.8,0,3.60,0.00,6.40,3.00,0,0.5,8.30,4.00,3.7,0.9,3.60,7.20,3.80,7.3,,,,5.00,5.00,5.00,5.00,48,56,85,62,1,86,37,78,40,38,14
AMP GROUP FINANCE SERVICES LIMITED,,XS0157138016,AU,20180401,Diversified Financials,8.4,5.9,5,5.3,8.6,5,5.80,8.20,3.30,6.80,8.6,,10,1,0.3,0.8,5.80,2.1,1.00,0.8,1,0,6.50,0.00,5.70,5.20,0,0.3,8.50,4.80,5.3,0,6.50,7.70,7.20,8.6,,,,5.00,5.00,5.00,5.00,55,75,100,100,1,99,96,78,40,81,69
AMP BANK LIMITED,,AU3FN0023560,AU,20180401,Diversified Financials,8.4,5.9,5,5.3,8.6,5,5.80,8.20,3.30,6.80,8.6,,10,1,0.3,0.8,5.80,2.1,1.00,0.8,1,0,6.50,0.00,5.70,5.20,0,0.3,8.50,4.80,5.3,0,6.50,7.70,7.20,8.6,,,,5.00,5.00,5.00,5.00,55,75,100,100,1,99,96,78,40,81,69
The Trustee for INTERSTAR MILLENNIUM SERIES 2001-1E TRUST,,XS0127865904,AU,20180401,Life & Health Insurance,4.7,5.1,4.5,4.4,7.7,4.5,6.00,6.50,4.80,5.10,7.7,,8.7,0.8,0.1,0.7,6.00,2,1.00,0.8,1.2,0,6.30,0.00,2.50,1.80,0,0.4,8.00,5.80,3.4,0,2.20,8.30,3.50,7.7,,,,5.00,5.00,5.00,5.00,55,75,85,62,1,91,57,78,40,58,43
INTERSTAR MILLENNIUM SERIES 2003-3G TRUST,,AU300INT5010,AU,20180401,Life & Health Insurance,4.7,5.1,4.5,4.4,7.7,4.5,6.00,6.50,4.80,5.10,7.7,,8.7,0.8,0.1,0.7,6.00,2,1.00,0.8,1.2,0,6.30,0.00,2.50,1.80,0,0.4,8.00,5.80,3.4,0,2.20,8.30,3.50,7.7,,,,5.00,5.00,5.00,5.00,55,75,85,62,1,91,57,78,40,58,43
APOLLO SERIES 2004-1E TRUST,,XS0187215461,AU,20180401,Property & Casualty Insurance,5.7,4,4.1,2.9,7.5,4.1,6.00,8.20,4.70,2.30,7.5,,8.7,0.8,0.1,0.6,6.00,1.8,1.00,0.9,1.4,0,6.90,0.00,5.60,5.50,0,0.5,7.60,5.30,5.2,0,2.10,7.60,2.70,7.5,,,,5.00,5.00,5.00,5.00,31,34,88,68,1,88,43,78,40,49,29
The Trustee for Apollo Series 2003-2 Trust,,AU300AL20124,AU,20180401,Property & Casualty Insurance,5.7,4,4.1,2.9,7.5,4.1,6.00,8.20,4.70,2.30,7.5,,8.7,0.8,0.1,0.6,6.00,1.8,1.00,0.9,1.4,0,6.90,0.00,5.60,5.50,0,0.5,7.60,5.30,5.2,0,2.10,7.60,2.70,7.5,,,,5.00,5.00,5.00,5.00,31,34,88,68,1,88,43,78,40,49,29
The Trustee for APOLLO Series 2004-2 Trust,,AU300AL20157,AU,20180401,Property & Casualty Insurance,5.7,4,4.1,2.9,7.5,4.1,6.00,8.20,4.70,2.30,7.5,,8.7,0.8,0.1,0.6,6.00,1.8,1.00,0.9,1.4,0,6.90,0.00,5.60,5.50,0,0.5,7.60,5.30,5.2,0,2.10,7.60,2.70,7.5,,,,5.00,5.00,5.00,5.00,31,34,88,68,1,88,43,78,40,49,29
INTERSTAR MILLENNIUM SERIES 2004-5 TRUST,,AU3FN0003901,AU,20180401,Life & Health Insurance,4.7,5.1,4.5,4.4,7.7,4.5,6.00,6.50,4.80,5.10,7.7,,8.7,0.8,0.1,0.7,6.00,2,1.00,0.8,1.2,0,6.30,0.00,2.50,1.80,0,0.4,8.00,5.80,3.4,0,2.20,8.30,3.50,7.7,,,,5.00,5.00,5.00,5.00,55,75,85,62,1,91,57,78,40,58,43
IAG FINANCE (NEW ZEALAND) LIMITED,,AU00000IANG1,AU,20180401,Property & Casualty Insurance,8.3,5.3,6,4.2,7.4,6,6.00,7.40,5.10,3.70,7.4,,10,0.8,0.1,0.6,6.00,1.6,1.00,0.9,1.4,0,5.60,0.00,4.60,3.20,0,0.5,7.90,6.00,5.1,0,2.80,7.70,3.50,7.4,,,,5.00,5.00,5.00,5.00,4,2,99,95,2,87,41,78,40,58,43
PROGRESS 2005-1 TRUST,,AU0000POGHA2,AU,20180401,Diversified Financials,8.4,5.9,5,5.3,8.6,5,5.80,8.20,3.30,6.80,8.6,,10,1,0.3,0.8,5.80,2.1,1.00,0.8,1,0,6.50,0.00,5.70,5.20,0,0.3,8.50,4.80,5.3,0,6.50,7.70,7.20,8.6,,,,5.00,5.00,5.00,5.00,55,75,100,100,1,99,96,78,40,81,69
APOLLO SERIES 2005-2 TRUST.,,AU0000APQHA0,AU,20180401,Property & Casualty Insurance,5.7,4,4.1,2.9,7.5,4.1,6.00,8.20,4.70,2.30,7.5,,8.7,0.8,0.1,0.6,6.00,1.8,1.00,0.9,1.4,0,6.90,0.00,5.60,5.50,0,0.5,7.60,5.30,5.2,0,2.10,7.60,2.70,7.5,,,,5.00,5.00,5.00,5.00,31,34,88,68,1,88,43,78,40,49,29
PROGRESS 2005-2 TRUST,,AU0000POIHA8,AU,20180401,Diversified Financials,8.4,5.9,5,5.3,8.6,5,5.80,8.20,3.30,6.80,8.6,,10,1,0.3,0.8,5.80,2.1,1.00,0.8,1,0,6.50,0.00,5.70,5.20,0,0.3,8.50,4.80,5.3,0,6.50,7.70,7.20,8.6,,,,5.00,5.00,5.00,5.00,55,75,100,100,1,99,96,78,40,81,69
AAI LIMITED,,AU3FN0032710,AU,20180401,Property & Casualty Insurance,5.7,4,4.1,2.9,7.5,4.1,6.00,8.20,4.70,2.30,7.5,,8.7,0.8,0.1,0.6,6.00,1.8,1.00,0.9,1.4,0,6.90,0.00,5.60,5.50,0,0.5,7.60,5.30,5.2,0,2.10,7.60,2.70,7.5,,,,5.00,5.00,5.00,5.00,31,34,88,68,1,88,43,78,40,49,29
APOLLO SERIES 2006-1E TRUST,,XS0253863889,AU,20180401,Property & Casualty Insurance,5.7,4,4.1,2.9,7.5,4.1,6.00,8.20,4.70,2.30,7.5,,8.7,0.8,0.1,0.6,6.00,1.8,1.00,0.9,1.4,0,6.90,0.00,5.60,5.50,0,0.5,7.60,5.30,5.2,0,2.10,7.60,2.70,7.5,,,,5.00,5.00,5.00,5.00,31,34,88,68,1,88,43,78,40,49,29
The Trustee for INTERSTAR MILLENIUM SERIES 2003-5G TRUST,,AU0000IMZHB9,AU,20180401,Life & Health Insurance,4.7,5.1,4.5,4.4,7.7,4.5,6.00,6.50,4.80,5.10,7.7,,8.7,0.8,0.1,0.7,6.00,2,1.00,0.8,1.2,0,6.30,0.00,2.50,1.80,0,0.4,8.00,5.80,3.4,0,2.20,8.30,3.50,7.7,,,,5.00,5.00,5.00,5.00,55,75,85,62,1,91,57,78,40,58,43
CHALLENGER LIFE COMPANY LIMITED,,AU3FN0039426,AU,20180401,Life & Health Insurance,4.7,5.1,4.5,4.4,7.7,4.5,6.00,6.50,4.80,5.10,7.7,,8.7,0.8,0.1,0.7,6.00,2,1.00,0.8,1.2,0,6.30,0.00,2.50,1.80,0,0.4,8.00,5.80,3.4,0,2.20,8.30,3.50,7.7,,,,5.00,5.00,5.00,5.00,55,75,85,62,1,91,57,78,40,58,43
MEDIBANK PRIVATE LIMITED,MPL,AU000000MPL3,AU,20180401,Life & Health Insurance,4.2,4.2,4.2,3.3,8,4.2,6.50,6.50,2.90,3.40,8,,7,0.9,0.1,0.7,6.50,1.4,1.50,0.9,1.5,0,9.80,0.00,4.00,6.80,0,0.6,7.60,3.50,4.4,0.1,4.00,8.30,5.30,8,,,,5.00,5.00,5.00,5.00,49,58,91,74,1,95,74,78,40,81,69
INSURANCE AUSTRALIA LIMITED,,AU3FN0022364,AU,20180401,Property & Casualty Insurance,8.3,5.3,6,4.2,7.4,6,6.00,7.40,5.10,3.70,7.4,,10,0.8,0.1,0.6,6.00,1.6,1.00,0.9,1.4,0,5.60,0.00,4.60,3.20,0,0.5,7.90,6.00,5.1,0,2.80,7.70,3.50,7.4,,,,5.00,5.00,5.00,5.00,4,2,99,95,2,87,41,78,40,58,43
The trustee for Interstar Millennium Series 2005-1G Trust,,AU300INTB014,AU,20180401,Life & Health Insurance,4.7,5.1,4.5,4.4,7.7,4.5,6.00,6.50,4.80,5.10,7.7,,8.7,0.8,0.1,0.7,6.00,2,1.00,0.8,1.2,0,6.30,0.00,2.50,1.80,0,0.4,8.00,5.80,3.4,0,2.20,8.30,3.50,7.7,,,,5.00,5.00,5.00,5.00,55,75,85,62,1,91,57,78,40,58,43
PROGRESS 2010-1 TRUST,,AU0000POBHA3,AU,20180401,Diversified Financials,8.4,5.9,5,5.3,8.6,5,5.80,8.20,3.30,6.80,8.6,,10,1,0.3,0.8,5.80,2.1,1.00,0.8,1,0,6.50,0.00,5.70,5.20,0,0.3,8.50,4.80,5.3,0,6.50,7.70,7.20,8.6,,,,5.00,5.00,5.00,5.00,55,75,100,100,1,99,96,78,40,81,69
China Construction Bank Corporation,,XS1769974608,AU,20180401,Banks,4.2,4.6,6.8,4.3,4.8,6.8,4.70,,6.50,2.50,7.1,2.20,8.7,0.7,0.4,0.6,4.70,2.3,0.00,0.8,1.3,0,3.10,0.00,7.70,3.80,0,0.8,6.10,5.60,5.9,0,1.50,7.80,2.30,7.1,3.70,9.30,6.00,,,,,100,100,56,83,1,81,92,57,32,81,92
RECALL HOLDINGS LIMITED,RLHCY,US75618L1098,AU,20180401,Commercial Services & Supplies,6.8,5.8,10,4.7,7.2,10,5.30,7.90,3.70,5.70,7.2,,10,1.7,1.9,1.8,5.30,2.8,1.00,1.7,2.7,0.9,1.80,0.00,6.10,0.90,0,0.6,9.30,6.00,4.2,0.8,5.70,7.10,5.80,7.2,,,,5.00,5.00,5.00,5.00,23,31,97,97,1,82,92,43,75,81,76
SUNCORP-METWAY LIMITED,,AU0000SBKHB3,AU,20180401,Property & Casualty Insurance,5.7,4,4.1,2.9,7.5,4.1,6.00,8.20,4.70,2.30,7.5,,8.7,0.8,0.1,0.6,6.00,1.8,1.00,0.9,1.4,0,6.90,0.00,5.60,5.50,0,0.5,7.60,5.30,5.2,0,2.10,7.60,2.70,7.5,,,,5.00,5.00,5.00,5.00,31,34,88,68,1,88,43,78,40,49,29
EQUIFAX AUSTRALIA GROUP PTY LIMITED,VEDXX,AU0000VEDXX7,AU,20180401,Professional Services,1.2,4,7,2.6,7,7,4.90,6.10,4.50,1.70,7,,7,1.8,0.7,1.4,4.90,3,1.00,2.5,4.7,0,6.40,0.00,4.90,4.30,0,0.5,4.60,2.10,6.1,0,0.00,7.40,0.00,7,,,,4.20,4.20,5.00,5.00,23,30,88,86,2,79,89,43,75,86,85
INSURANCE AUSTRALIA GROUP LIMITED,IAG,AU000000IAG3,AU,20180501,Property & Casualty Insurance,8.3,5.4,6,4.2,7.6,6,6.00,7.40,5.10,3.70,7.6,,10,0.8,0.1,0.6,6.00,1.6,1.00,0.9,1.4,0,5.60,0.00,4.60,3.20,0,0.5,7.90,6.00,5.1,0,2.80,7.70,3.50,7.6,,,,5.00,5.00,5.00,5.00,6,2,99,95,1,90,52,79,41,81,73
SUNCORP GROUP LIMITED,SUN,AU000000SUN6,AU,20180501,Property & Casualty Insurance,5.7,4,4.1,2.9,7.5,4.1,6.00,8.20,4.70,2.30,7.5,,8.7,0.8,0.1,0.6,6.00,1.8,1.00,0.9,1.4,0,6.90,0.00,5.60,5.50,0,0.5,7.60,5.30,5.2,0,2.10,7.60,2.70,7.5,,,,5.00,5.00,5.00,5.00,37,34,88,68,2,88,44,79,41,49,31
HUTCHISON TELECOMMUNICATIONS (AUSTRALIA) LIMITED,HTA,AU000000HTA8,AU,20180501,Wireless Telecommunication Services,3.5,3.7,3.7,2.2,4.3,6.8,4.50,7.90,2.20,,1.9,6.30,6.8,3.6,2.4,3.2,4.50,3.6,1.00,3.5,3.4,0.8,2.20,25.00,9.30,4.50,0,2.9,,,6,2,4.50,5.00,2.50,1.9,6.30,5.90,5.20,3.30,3.30,5.00,5.00,68,67,0,0,4,1,3,20,11,58,53
COMPUTERSHARE LIMITED,CPU,AU000000CPU5,AU,20180501,Software & Services,7,4.9,10,3.2,7.4,10,7.60,9.70,2.70,3.60,7.4,,10,1.6,2,1.7,7.60,2.7,3.30,1.5,2.8,0,3.60,0.00,6.40,3.00,0,0.5,8.30,4.00,3.7,0.9,3.60,7.20,3.80,7.4,,,,5.00,5.00,5.00,5.00,61,56,88,68,1,88,43,79,41,38,15
AMCOM TELECOMMUNICATIONS PTY LIMITED,AMMXX,AU0000AMMXX5,AU,20180501,Integrated Telecommunication Services,5.3,4.4,7.5,3.5,5.3,7.5,5.40,,5.80,1.80,7.1,3.70,7.5,2.5,1,1.9,5.40,2.6,1.00,1.6,1.7,0,5.80,18.00,6.20,5.00,0,1.4,7.20,6.20,3.9,0,1.80,8.50,3.30,7.1,3.70,6.40,3.10,,,,,29,19,82,55,1,82,30,79,41,38,17
SMS MANAGEMENT & TECHNOLOGY LIMITED,SMSUF,AU000000SMX2,AU,20180501,Software & Services,7,4.8,5,6,2.4,10,6.10,9.00,2.00,10.00,2.4,,10,1.7,1.4,1.5,6.10,2.6,1.70,2.4,3,7.2,6.30,0.00,3.70,3.00,0,0.3,8.70,3.70,4.1,0.8,10.00,4.50,7.50,2.4,,,,5.00,5.00,5.00,5.00,14,17,4,8,4,4,8,61,40,18,88
AMP LIMITED,AMP,AU000000AMP6,AU,20180501,Diversified Financials,8.2,5.9,5,5.2,8.6,5,5.80,8.20,3.60,6.60,8.6,,10,1,0.3,0.8,5.80,2.1,1.00,0.8,1,0,6.50,0.00,5.70,5.20,0,0.3,8.50,5.10,5.3,0,6.40,7.80,7.20,8.6,,,,5.00,5.00,5.00,5.00,67,66,91,74,1,96,78,79,41,81,72
VOCUS GROUP LIMITED,VOC,AU000000VOC6,AU,20180501,Integrated Telecommunication Services,5.3,4.4,7.5,3.5,5.3,7.5,5.40,,5.80,1.80,7.1,3.70,7.5,2.5,1,1.9,5.40,2.6,1.00,1.6,1.7,0,5.80,18.00,6.20,5.00,0,1.4,7.20,6.20,3.9,0,1.80,8.50,3.30,7.1,3.70,6.40,3.10,,,,,29,19,82,55,1,82,30,79,41,38,17
JUPITER ENERGY LIMITED,JPR,AU000000JPR6,AU,20180501,Oil & Gas Exploration & Production,7,4.9,10,3.2,7.4,10,7.60,9.70,2.70,3.60,7.4,,10,1.6,2,1.7,7.60,2.7,3.30,1.5,2.8,0,3.60,0.00,6.40,3.00,0,0.5,8.30,4.00,3.7,0.9,3.60,7.20,3.80,7.4,,,,5.00,5.00,5.00,5.00,61,56,88,68,1,88,43,79,41,38,15
AMP GROUP FINANCE SERVICES LIMITED,,XS0157138016,AU,20180501,Diversified Financials,8.2,5.9,5,5.2,8.6,5,5.80,8.20,3.60,6.60,8.6,,10,1,0.3,0.8,5.80,2.1,1.00,0.8,1,0,6.50,0.00,5.70,5.20,0,0.3,8.50,5.10,5.3,0,6.40,7.80,7.20,8.6,,,,5.00,5.00,5.00,5.00,67,66,91,74,1,96,78,79,41,81,72
AMP BANK LIMITED,,AU3FN0023560,AU,20180501,Diversified Financials,8.2,5.9,5,5.2,8.6,5,5.80,8.20,3.60,6.60,8.6,,10,1,0.3,0.8,5.80,2.1,1.00,0.8,1,0,6.50,0.00,5.70,5.20,0,0.3,8.50,5.10,5.3,0,6.40,7.80,7.20,8.6,,,,5.00,5.00,5.00,5.00,67,66,91,74,1,96,78,79,41,81,72
APOLLO SERIES 2004-1E TRUST,,XS0187215461,AU,20180501,Property & Casualty Insurance,5.7,4,4.1,2.9,7.5,4.1,6.00,8.20,4.70,2.30,7.5,,8.7,0.8,0.1,0.6,6.00,1.8,1.00,0.9,1.4,0,6.90,0.00,5.60,5.50,0,0.5,7.60,5.30,5.2,0,2.10,7.60,2.70,7.5,,,,5.00,5.00,5.00,5.00,37,34,88,68,2,88,44,79,41,49,31
The Trustee for Apollo Series 2003-2 Trust,,AU300AL20124,AU,20180501,Property & Casualty Insurance,5.7,4,4.1,2.9,7.5,4.1,6.00,8.20,4.70,2.30,7.5,,8.7,0.8,0.1,0.6,6.00,1.8,1.00,0.9,1.4,0,6.90,0.00,5.60,5.50,0,0.5,7.60,5.30,5.2,0,2.10,7.60,2.70,7.5,,,,5.00,5.00,5.00,5.00,37,34,88,68,2,88,44,79,41,49,31
IAG FINANCE (NEW ZEALAND) LIMITED,,AU00000IANG1,AU,20180501,Property & Casualty Insurance,8.3,5.4,6,4.2,7.6,6,6.00,7.40,5.10,3.70,7.6,,10,0.8,0.1,0.6,6.00,1.6,1.00,0.9,1.4,0,5.60,0.00,4.60,3.20,0,0.5,7.90,6.00,5.1,0,2.80,7.70,3.50,7.6,,,,5.00,5.00,5.00,5.00,6,2,99,95,1,90,52,79,41,81,73
PROGRESS 2005-1 TRUST,,AU0000POGHA2,AU,20180501,Diversified Financials,8.2,5.9,5,5.2,8.6,5,5.80,8.20,3.60,6.60,8.6,,10,1,0.3,0.8,5.80,2.1,1.00,0.8,1,0,6.50,0.00,5.70,5.20,0,0.3,8.50,5.10,5.3,0,6.40,7.80,7.20,8.6,,,,5.00,5.00,5.00,5.00,67,66,91,74,1,96,78,79,41,81,72
APOLLO SERIES 2005-2 TRUST.,,AU0000APQHA0,AU,20180501,Property & Casualty Insurance,5.7,4,4.1,2.9,7.5,4.1,6.00,8.20,4.70,2.30,7.5,,8.7,0.8,0.1,0.6,6.00,1.8,1.00,0.9,1.4,0,6.90,0.00,5.60,5.50,0,0.5,7.60,5.30,5.2,0,2.10,7.60,2.70,7.5,,,,5.00,5.00,5.00,5.00,37,34,88,68,2,88,44,79,41,49,31
PROGRESS 2005-2 TRUST,,AU0000POIHA8,AU,20180501,Diversified Financials,8.2,5.9,5,5.2,8.6,5,5.80,8.20,3.60,6.60,8.6,,10,1,0.3,0.8,5.80,2.1,1.00,0.8,1,0,6.50,0.00,5.70,5.20,0,0.3,8.50,5.10,5.3,0,6.40,7.80,7.20,8.6,,,,5.00,5.00,5.00,5.00,67,66,91,74,1,96,78,79,41,81,72
AAI LIMITED,,AU3FN0032710,AU,20180501,Property & Casualty Insurance,5.7,4,4.1,2.9,7.5,4.1,6.00,8.20,4.70,2.30,7.5,,8.7,0.8,0.1,0.6,6.00,1.8,1.00,0.9,1.4,0,6.90,0.00,5.60,5.50,0,0.5,7.60,5.30,5.2,0,2.10,7.60,2.70,7.5,,,,5.00,5.00,5.00,5.00,37,34,88,68,2,88,44,79,41,49,31
